id,first_name,last_name,email,gender,year_level,major,CoreCourses_Sem1,CoreCourses_Sem2,Electivesminor_Sem1,Electivesminor_Sem2,CoreCourses_Summer
620133492,Brian,Hannaby,Brian.Hannaby@mymona.uwi.edu,Male,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340","GEOL1101, PHYS2351, MATH1141","CHEM2311, ELET2210, PHYS1422, PHYS2296","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620133493,Marve,Andrini,Marve.Andrini@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","GEOG2231, MATH3401, GEOG2131",MATH3402,
620133494,Ansel,Bilby,Ansel.Bilby@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","GEOL2202, COMP3652, MATH2401, BIOC2014","CHEM2311, MATH3402, MATH3403, PHYS2561",COMP3901
620133495,Sylvester,Roseborough,Sylvester.Roseborough@mymona.uwi.edu,Male,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","CHEM2310, CHEM1901, GEOG1131","GEOL1103, MICR2211, BIOC1020","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620133496,Obediah,Avrahamoff,Obediah.Avrahamoff@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","ELET3211, GEOG2233, MATH3155, PHYS2300",GEOL2203,COMP3901
620133497,Tomlin,Quesne,Tomlin.Quesne@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","ELET2430, GEOG2233, CHEM2011, MATH2401",CHEM2111,
620133498,Amelina,Bachs,Amelina.Bachs@mymona.uwi.edu,Female,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","MATH1142, CHEM2010, MATH2421, GEOG1131","GEOG2232, GEOL2201, GEOL1103","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620133499,Wood,Borgnol,Wood.Borgnol@mymona.uwi.edu,Male,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","MATH1142, MATH1141, MATH2421",GEOG1232,
620133500,Michel,Matthews,Michel.Matthews@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",GEOG2233,"ELET2410, ELET2420",COMP3901
620133501,Karry,Mowat,Karry.Mowat@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","COMP3191, CHEM2210, BIOC3013",COMP3702,COMP3901
620133502,Rayner,Bigland,Rayner.Bigland@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","COMP3191, ELET3211, MATH2404","COMP3192, PHYS3341",
620133503,Jermayne,King,Jermayne.King@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","ELET3405, GEOG2233",COMP2802,COMP3901
620133504,Wilek,Itzchaky,Wilek.Itzchaky@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","BIOC3013, GEOG2231, PHYS2386, COMP3802","ELET2420, GEOG3333, GEOG2332",
620133505,Katha,Stoodale,Katha.Stoodale@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","MATH2421, PHYS2351","PHYS2200, ELET2410, GEOL1103",
620133506,Regan,Lillow,Regan.Lillow@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","COMP3802, ELET3405, COMP3801","GEOL2203, MATH3404, PHYS2561, MATH3403",
620133507,Alberta,O'Dowling,Alberta.O'Dowling@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",PHYS2351,"ELET2420, BIOC1021","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620133508,Alphonso,Dartnall,Alphonso.Dartnall@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","GEOG2331, ELET2405, COMP3801, ELET2430","CHEM3010, COMP3410, PHYS2200, CHEM2110",COMP3901
620133509,Glynda,Manna,Glynda.Manna@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","GEOG1131, MATH1141, GEOG1231",PHYS1422,"COMP1210,COMP1126,COMP1127,COMP1161"
620133510,Philippa,McGibbon,Philippa.McGibbon@mymona.uwi.edu,Female,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340","GEOG1231, GEOG2231, PHYS2300, MATH1142",PHYS2561,"COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620133511,Biddy,Astbury,Biddy.Astbury@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","ELET3430, GEOG3131, ELET2430","GEOL2201, PHYS2296, CHEM2311","SWEN3101,SWEN3145,SWEN3920"
620133512,Edmund,Haggart,Edmund.Haggart@mymona.uwi.edu,Male,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211",CHEM1901,"PHYS2296, ELET2420, GEOL2203",
620133513,Northrop,Hotson,Northrop.Hotson@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","PHYS2351, MATH1141","GEOG2232, ELET1400, BIOC1021, ELET2415",
620133514,Brandais,Wallwork,Brandais.Wallwork@mymona.uwi.edu,Female,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340",CHEM2211,BIOC1020,
620133515,Phoebe,Deacon,Phoebe.Deacon@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","COMP3801, GEOG3331, COMP3802, CHEM3110","PHYS2561, PHYS3351, BIOC3014",
620133516,Farleigh,Cruikshanks,Farleigh.Cruikshanks@mymona.uwi.edu,Male,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","PHYS1412, GEOG1131, BIOC1020",CHEM1902,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161"
620133517,Skipp,Molson,Skipp.Molson@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","GEOG2233, BIOC3013","PHYS2561, GEOG2131, BIOC3014, MATH3403",COMP3901
620133518,Franz,Gheorghescu,Franz.Gheorghescu@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","PHYS1412, GEOL1102, MATH1142","BIOC1020, MATH1152, ELET1405","COMP1210,COMP1126,COMP1127,COMP1161"
620133519,Anna-maria,Chasemore,Anna-maria.Chasemore@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",CHEM2310,"COMP3410, GEOG3333",COMP3901
620133520,Lynna,Godsell,Lynna.Godsell@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",PHYS2386,"CHEM2111, CHEM2311, CHEM3011, GEOG2131",
620133521,Leese,Sidworth,Leese.Sidworth@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","MICR1010, GEOG2233, PHYS1411, MATH1141","PHYS2561, PHYS2296, PHYS2200",
620133522,Burg,Forty,Burg.Forty@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","MATH1142, GEOG1231, PHYS1411",BIOC1020,
620133523,Haven,Flieg,Haven.Flieg@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","ELET3211, GEOL2202, ELET3405",CHEM3010,COMP3901
620133524,Brittni,Cobon,Brittni.Cobon@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","BIOC2014, ELET3405","PHYS3300, GEOG2131",
620133525,Hashim,Carbin,Hashim.Carbin@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","GEOL1101, CHEM1901","ELET1405, MICR1011","COMP1210,COMP1126,COMP1127,COMP1161"
620133526,Enrika,Tibbetts,Enrika.Tibbetts@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",CHEM2310,"GEOG3132, PHYS3565, MATH2407","SWEN3101,SWEN3145,SWEN3920"
620133527,Feliks,Costerd,Feliks.Costerd@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","GEOL3002, GEOG2331","PHYS3565, ELET2210, COMP2802, GEOG2232","SWEN3101,SWEN3145,SWEN3920"
620133528,Katharyn,Apted,Katharyn.Apted@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","ELET2430, COMP3801, MATH3405, CHEM2210","CHEM2110, PHYS3300, MATH2403, GEOG2131",COMP3901
620133529,Raffarty,Bardey,Raffarty.Bardey@mymona.uwi.edu,Male,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",GEOG1131,GEOL1103,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161"
620133530,Ida,Fallows,Ida.Fallows@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","CHEM2210, GEOL3002, GEOG2233","COMP3192, COMP3702, PHYS2200, GEOG2232","SWEN3101,SWEN3145,SWEN3920"
620133531,Devi,Mollatt,Devi.Mollatt@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",COMP3801,"CHEM2111, MICR2211, ELET2420, PHYS3341","SWEN3101,SWEN3145,SWEN3920"
620133532,Ingamar,Lankester,Ingamar.Lankester@mymona.uwi.edu,Male,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",MICR1010,BIOC1021,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161"
620133533,Bell,Welbelove,Bell.Welbelove@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",CHEM2010,PHYS2296,
620133534,Anatola,Coot,Anatola.Coot@mymona.uwi.edu,Female,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","GEOG1131, GEOL1102","GEOL1103, GEOL1104",
620133535,Simone,Liddell,Simone.Liddell@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","GEOG2231, GEOL2202","ELET2210, BIOC1021, ELET2415","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620133536,Vanny,Bes,Vanny.Bes@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3912,"PHYS3565, MATH3404",
620133537,Mandel,Ashbe,Mandel.Ashbe@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",GEOG1231,MICR1011,
620133538,Alleyn,Malyan,Alleyn.Malyan@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","ELET3405, CHEM2010, MATH3405, ELET3211","GEOG2332, COMP3162",
620133539,Alexandra,Berge,Alexandra.Berge@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","MATH2404, GEOG2331, MATH3405, ELET2405","GEOG3333, PHYS3351, ELET2210, COMP3162","SWEN3101,SWEN3145,SWEN3920"
620133540,Madelle,Gabbotts,Madelle.Gabbotts@mymona.uwi.edu,Female,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","GEOL1102, GEOG1131",BIOC1020,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161"
620133541,Leopold,Santostefano.,Leopold.Santostefano.@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","GEOG1131, GEOL1101, MICR1010",CHEM1902,
620133542,Marten,Bacop,Marten.Bacop@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","MICR1010, CHEM1901","MICR1010, MICR1011, GEOG1132","COMP1210,COMP1126,COMP1127,COMP1161"
620133543,Ronni,Halling,Ronni.Halling@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","BIOC1020, PHYS1412, GEOG1131",ELET1405,
620133544,Elmer,Thom,Elmer.Thom@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","COMP3912, BIOC3013, CHEM2010","CHEM2110, ELET2410, GEOG3333",
620133545,Lyle,Bellham,Lyle.Bellham@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","CHEM3110, COMP3801",MATH3404,COMP3901
620133546,Loren,Ramalhete,Loren.Ramalhete@mymona.uwi.edu,Male,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",GEOG1231,"CHEM1902, PHYS1422","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161"
620133547,Reginauld,Donne,Reginauld.Donne@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","CHEM2310, COMP3801, MATH3405","COMP3702, ELET2420, GEOG2232",COMP3901
620133548,Carmine,Geistmann,Carmine.Geistmann@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","ELET3430, PHYS2300, COMP3652",CHEM3011,
620133549,Glendon,Ruddiman,Glendon.Ruddiman@mymona.uwi.edu,Male,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",GEOG1131,"PHYS1422, MICR1011, GEOL1103","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161"
620133550,Jess,Kenner,Jess.Kenner@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","MICR1011, GEOL1101","MATH1151, MICR1010, PHYS1422",
620133551,Rosalynd,Garrettson,Rosalynd.Garrettson@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",MATH1141,CHEM1902,
620133552,Jsandye,Gero,Jsandye.Gero@mymona.uwi.edu,Female,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",GEOL1102,"ELET1405, MICR1010","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161"
620133553,Mariele,Landa,Mariele.Landa@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","PHYS1412, MICR1011, MICR1010",BIOC1021,"COMP1210,COMP1126,COMP1127,COMP1161"
620133554,Udale,Coppard,Udale.Coppard@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","GEOG2231, ELET2405, MATH3405","PHYS3351, GEOL2201",
620133555,Bel,Shortall,Bel.Shortall@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","GEOL2202, COMP3801, ELET3211, MATH3155",BIOL2312,
620133556,Bella,Iacomini,Bella.Iacomini@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",BIOC1020,"MATH1152, PHYS1421",
620133557,Tiffy,Naper,Tiffy.Naper@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","GEOL2202, GEOG1231, GEOL1102, CHEM2402","ELET2415, BIOC1020, GEOL1103",
620133558,Vasili,Wyley,Vasili.Wyley@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",MATH2401,"CHEM2110, MATH2407",COMP3901
620133559,Moore,Boddy,Moore.Boddy@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","COMP3652, COMP3911, ELET3211, GEOG3131","COMP2802, CHEM2311","SWEN3101,SWEN3145,SWEN3920"
620133560,Ali,Tetford,Ali.Tetford@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","ELET2430, MATH3405, ELET3211",BIOL2312,COMP3901
620133561,Dora,Gerin,Dora.Gerin@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","MATH3405, MATH2404, COMP3801","GEOG2131, MICR2211, COMP3192",
620133562,Tiphani,Skade,Tiphani.Skade@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",GEOL2202,"GEOG2332, MATH3404, MICR2211",
620133563,Bailie,Yvens,Bailie.Yvens@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","GEOG1131, GEOG2331, GEOL1102, GEOG2131","PHYS1421, MICR2211, ELET2410","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620133564,Rowney,Scawen,Rowney.Scawen@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","ELET3430, COMP3801",CHEM2110,
620133565,Paddie,Clulow,Paddie.Clulow@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","PHYS2351, ELET2430","BIOL2312, ELET2410",
620133566,Krisha,Lyste,Krisha.Lyste@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","ELET2430, MATH3405, GEOL2202, COMP3652","PHYS2200, ELET2210",
620133567,Kirstyn,Howles,Kirstyn.Howles@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","MATH2401, MATH2404","MATH2407, GEOG2332",
620133568,Rudyard,Waddup,Rudyard.Waddup@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","BIOC2014, CHEM2211, MATH2404, MATH2401","PHYS2200, MICR2211, CHEM2110, GEOL1103",
620133569,Maribeth,Newis,Maribeth.Newis@mymona.uwi.edu,Female,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","MICR1011, GEOL1102",GEOG1132,
620133570,Ruthe,Excell,Ruthe.Excell@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",MICR1011,"BIOL2312, MATH2403, BIOC1021","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620133571,Taite,Kieran,Taite.Kieran@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",COMP3191,"MATH2407, BIOL2312, MATH3403",
620133572,Bobbye,Bilby,Bobbye.Bilby@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",GEOG3331,"GEOG2332, MATH3404, COMP3162, MATH3424",
620133573,Berk,Balffye,Berk.Balffye@mymona.uwi.edu,Male,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","PHYS1411, BIOC1020","GEOL1103, ELET1400, PHYS1421",
620133574,Shandeigh,Kinman,Shandeigh.Kinman@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","MATH3401, ELET2405, GEOG3331, MATH2401","ELET2410, CHEM2311, PHYS2200, GEOG3333",
620133575,Arabela,Bolland,Arabela.Bolland@mymona.uwi.edu,Female,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","CHEM2211, PHYS1411, ELET2405, BIOC2014","ELET2210, GEOG2232, MATH1151",
620133576,Cthrine,Jedrys,Cthrine.Jedrys@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","CHEM2210, MATH3405","MATH3403, MATH3402, GEOL2203",COMP3901
620133577,Ebeneser,Vivians,Ebeneser.Vivians@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","COMP3911, CHEM3110, GEOG3131",BIOC3011,COMP3901
620133578,Bunni,Milington,Bunni.Milington@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","CHEM2310, CHEM2211, BIOC2014, GEOG2231","GEOL1103, MICR1010, GEOL2203, PHYS1422",
620133579,Callean,Blackater,Callean.Blackater@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",GEOL1102,"MATH1152, BIOC1021, GEOL1103","COMP1210,COMP1126,COMP1127,COMP1161"
620133580,Noelani,Simo,Noelani.Simo@mymona.uwi.edu,Female,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211",GEOG1231,MATH2411,
620133581,Flore,Cupitt,Flore.Cupitt@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",MATH3155,"PHYS3300, PHYS3341, ELET2415, PHYS2561",
620133582,Pooh,Orlton,Pooh.Orlton@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",CHEM1901,"MATH1152, GEOL1103, PHYS1422",
620133583,Kellen,Bathoe,Kellen.Bathoe@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",MATH3401,COMP3410,
620133584,Alonzo,Yedall,Alonzo.Yedall@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",MATH1142,"MICR2211, MICR1010","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620133585,Kat,Guerry,Kat.Guerry@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","CHEM2211, GEOL3002, MATH3401, GEOG2331",PHYS2296,
620133586,Arney,Grigoryov,Arney.Grigoryov@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","CHEM3110, MATH2421, CHEM2011","MICR2211, ELET2410, PHYS2296",COMP3901
620133587,Mara,Ashlin,Mara.Ashlin@mymona.uwi.edu,Female,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",GEOG1231,GEOG1132,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161"
620133588,Windy,Kensett,Windy.Kensett@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",GEOG1131,"PHYS2200, GEOL2203, PHYS2296",
620133589,Rosabelle,Seton,Rosabelle.Seton@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",COMP3912,MATH3403,
620133590,Magdaia,Stealfox,Magdaia.Stealfox@mymona.uwi.edu,Female,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340",PHYS1411,PHYS2200,"COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620133591,Keenan,Aspy,Keenan.Aspy@mymona.uwi.edu,Male,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",PHYS1411,"ELET1400, PHYS1421","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161"
620133592,Gabe,Bake,Gabe.Bake@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","GEOG2233, ELET2405","CHEM2110, GEOG2332, CHEM2311","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620133593,Amory,Slainey,Amory.Slainey@mymona.uwi.edu,Male,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","BIOC1020, GEOL1102, PHYS1412","GEOL1103, PHYS1422, CHEM1902",
620133594,Kitti,Godlip,Kitti.Godlip@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","PHYS1412, BIOC1020",BIOC1021,
620133595,Kimberlyn,Arnao,Kimberlyn.Arnao@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","COMP3801, COMP3911, PHYS2386","GEOG3132, MICR2211, PHYS3341",
620133596,Hilarius,Titmus,Hilarius.Titmus@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","GEOG2131, COMP3912, ELET2430, BIOC2014","ELET2420, BIOC3014, CHEM2110, MATH3404",COMP3901
620133597,Philly,Ghidotti,Philly.Ghidotti@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",CHEM2010,"GEOL2201, MATH3404, CHEM3011","SWEN3101,SWEN3145,SWEN3920"
620133598,Felice,Briscam,Felice.Briscam@mymona.uwi.edu,Female,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","GEOL1101, CHEM1901","ELET1400, PHYS1422, MICR1010",
