id,first_name,last_name,email,gender,year_level,major,CoreCourses_Sem1,CoreCourses_Sem2,CoreCourses_Summer,Electivesminor_Sem1,Electivesminor_Sem2
620131760,Reid,Loynes,Reid.Loynes@mymona.uwi.edu,Male,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","MICR1010, MATH1141","CHEM1902, PHYS1422"
620131761,Hunt,Prinn,Hunt.Prinn@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",,"GEOG1131, MICR1011, MATH1141","ELET1400, CHEM1902, BIOC1020"
620131762,Clare,Bucktrout,Clare.Bucktrout@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",,"PHYS2386, ELET2430","BIOC3011, CHEM2110"
620131763,Bruce,Silbersak,Bruce.Silbersak@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",,"MICR1010, BIOC1020",CHEM1902
620131764,Bertina,Kinnin,Bertina.Kinnin@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",,"PHYS1412, CHEM1901, MICR1011","MATH1152, GEOG1132, GEOL1103"
620131765,Glyn,Bickley,Glyn.Bickley@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",COMP3901,"GEOL2202, CHEM2011, GEOG2131","PHYS2200, ELET2410"
620131766,Cullin,Austins,Cullin.Austins@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"CHEM2402, MATH2401, CHEM2211, GEOG3331","GEOG2332, PHYS2296"
620131767,Kleon,Le Friec,Kleon.Le Friec@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",,"MATH2421, CHEM2211, GEOL1101, PHYS2300","GEOG1232, GEOG2232, CHEM1902"
620131768,Kimberlee,Durban,Kimberlee.Durban@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",COMP3191,"MATH3403, PHYS3341"
620131769,Franny,Matteau,Franny.Matteau@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","GEOG1231, MATH1142, PHYS1411",BIOC1021
620131770,Frederick,Ling,Frederick.Ling@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",,CHEM1901,BIOC1020
620131771,Barbra,MacCorkell,Barbra.MacCorkell@mymona.uwi.edu,Female,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",,"MICR1010, BIOC1021, PHYS1411",MATH1152
620131772,Morissa,Matias,Morissa.Matias@mymona.uwi.edu,Female,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","BIOC1021, GEOG1131","ELET1400, GEOG1232"
620131773,Godart,Stichall,Godart.Stichall@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",,"MATH3155, COMP3802","GEOG3132, CHEM3010"
620131774,Theda,Slyde,Theda.Slyde@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140","GEOG2231, CHEM2310, BIOC1021, CHEM2010",MATH2407
620131775,Mill,Hedling,Mill.Hedling@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",,"GEOL2202, MICR1010, CHEM2011, CHEM2402",ELET2210
620131776,Olympie,Shaw,Olympie.Shaw@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",,"MATH3405, BIOC2014, COMP3911, CHEM2010","GEOL2203, CHEM2111, MATH2411, COMP3192"
620131777,Carolann,O'Hara,Carolann.O'Hara@mymona.uwi.edu,Female,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340",,"CHEM2211, CHEM1901","MICR1010, PHYS1422, MATH1152"
620131778,Upton,Cassley,Upton.Cassley@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",COMP3901,"BIOC3013, COMP3911, ELET3430","PHYS2561, MATH3424"
620131779,Tessy,Hoolaghan,Tessy.Hoolaghan@mymona.uwi.edu,Female,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201",MICR1010,"BIOC1021, ELET2420, CHEM2110"
620131780,Lester,Langstrath,Lester.Langstrath@mymona.uwi.edu,Male,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","MATH1141, GEOG1231",GEOL1104
620131781,Tan,Dewey,Tan.Dewey@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",,"GEOG1231, GEOL1101","ELET1405, BIOC1021, MATH1151"
620131782,Ritchie,Cayton,Ritchie.Cayton@mymona.uwi.edu,Male,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",,BIOC1021,"PHYS1421, BIOC1021, GEOG1232"
620131783,Andras,Yurocjhin,Andras.Yurocjhin@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",,"CHEM2010, ELET3430, CHEM2402","ELET2415, PHYS3351, GEOL2203, MICR2211"
620131784,Tanner,Wilcinskis,Tanner.Wilcinskis@mymona.uwi.edu,Male,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201",CHEM2011,"MATH2407, COMP2802"
620131785,Gardiner,Nys,Gardiner.Nys@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",GEOL1101,"PHYS1422, BIOC1020, BIOC1021"
620131786,Wilmer,Doran,Wilmer.Doran@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",COMP3901,ELET2430,COMP2802
620131787,Danica,De Freyne,Danica.De Freyne@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",,"ELET3405, CHEM2011","GEOG2131, PHYS2200"
620131788,Bogart,Chipman,Bogart.Chipman@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"CHEM2010, COMP3802","GEOG2232, GEOG3132, MATH3424"
620131789,Malena,Damper,Malena.Damper@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",,PHYS2386,"MATH2411, MICR2211, MATH2407"
620131790,Tonia,Kleinsinger,Tonia.Kleinsinger@mymona.uwi.edu,Female,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211",,"CHEM2010, GEOL1102, GEOL2202","ELET2210, PHYS2200, ELET2415, CHEM2110"
620131791,Findlay,Berens,Findlay.Berens@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",,"CHEM2402, PHYS2300","GEOG1232, PHYS2561, PHYS1422"
620131792,Rab,Westhead,Rab.Westhead@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","MATH1141, GEOL1102, GEOG1231","GEOL1103, MATH1151, CHEM1902"
620131793,Findlay,Watt,Findlay.Watt@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",,"MICR1010, MATH2421, GEOL1101","PHYS2200, GEOL2203, COMP2802"
620131794,Jervis,Pryn,Jervis.Pryn@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140","GEOG1131, GEOG2231, MATH2401, GEOL1102",PHYS1421
620131795,Alexi,Brimm,Alexi.Brimm@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",,"MATH1142, MATH1141","ELET1405, GEOL1104, GEOG1232"
620131796,Oswell,Boseley,Oswell.Boseley@mymona.uwi.edu,Male,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201",GEOG1231,MICR1011
620131797,Kacy,Barrat,Kacy.Barrat@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",,"GEOL1102, GEOG2331","CHEM2111, PHYS2561"
620131798,Elbert,Walthall,Elbert.Walthall@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",,GEOG2331,"ELET2210, MATH2411"
620131799,Angela,O'Hartigan,Angela.O'Hartigan@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",COMP3901,"COMP3912, COMP3191",GEOG2332
620131800,Lucia,Rodder,Lucia.Rodder@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",,MATH2401,"ELET2415, COMP3702, CHEM2311"
620131801,Else,Newnham,Else.Newnham@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",,"GEOG3131, COMP3912, MATH2401, CHEM2402",CHEM2311
620131802,Chlo,Kevis,Chlo.Kevis@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",,GEOG1231,GEOL1103
620131803,Bonnie,Chaudron,Bonnie.Chaudron@mymona.uwi.edu,Female,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340",,"ELET2430, GEOL1102, CHEM2211","MICR1010, CHEM2111, CHEM1902, MATH2407"
620131804,Joelly,Soro,Joelly.Soro@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",,COMP3191,"MICR2211, GEOG3333, COMP2802, CHEM2111"
620131805,Gretta,Goodlett,Gretta.Goodlett@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",,"PHYS1411, GEOL1102, MATH1141","MICR1010, BIOC1020"
620131806,Karney,Shew,Karney.Shew@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",COMP3901,"MATH3401, ELET3405, COMP3911, GEOG2231","MATH3404, ELET2420, BIOL2312, MATH3403"
620131807,Rosanna,Smillie,Rosanna.Smillie@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",,"MATH2404, ELET2405, COMP3912","BIOC3014, MATH3403, PHYS2561, PHYS2296"
620131808,Yul,Carbert,Yul.Carbert@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"GEOG2331, PHYS2386",GEOL2203
620131809,Clayton,Probbin,Clayton.Probbin@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",COMP3912,"ELET2410, MATH3402, CHEM2110, COMP3162"
620131810,Michaella,Madner,Michaella.Madner@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140","MICR1010, PHYS2300, CHEM2211",MICR1010
620131811,Brnaby,Scoyne,Brnaby.Scoyne@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",ELET3430,"PHYS3341, GEOG2332"
620131812,Kamila,Ordelt,Kamila.Ordelt@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",,"MATH1142, PHYS1412, BIOC1020","PHYS1422, ELET1405"
620131813,Cullie,Welburn,Cullie.Welburn@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"PHYS2386, MATH2404, GEOG2331, COMP3912","BIOL2312, MATH3424, MATH2403"
620131814,Vasily,Chansonne,Vasily.Chansonne@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"MATH2404, COMP3801, PHYS2351, CHEM3110",MATH2403
620131815,Normy,Givens,Normy.Givens@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",,"PHYS1411, GEOG2231, MATH1142, CHEM2211","MATH2403, ELET1400"
620131816,Ethel,Hatt,Ethel.Hatt@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"COMP3802, COMP3801, CHEM3110","PHYS3351, CHEM2111"
620131817,Whitby,Neumann,Whitby.Neumann@mymona.uwi.edu,Male,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201","GEOG1231, PHYS2386, GEOG2331",GEOG1232
620131818,Evelyn,Horley,Evelyn.Horley@mymona.uwi.edu,Male,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211",,MICR1011,PHYS2200
620131819,Brand,Gligoraci,Brand.Gligoraci@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",,"CHEM2402, GEOL3002, CHEM2310, GEOL2202","MATH2407, PHYS3351, PHYS3565"
620131820,Delmore,Feldbaum,Delmore.Feldbaum@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"GEOG3131, COMP3911, ELET3211","BIOL2312, MATH3404, CHEM3010, MATH2411"
620131821,Wally,Guthrum,Wally.Guthrum@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",,"COMP3801, MATH2421, GEOG3331, COMP3191",BIOC3014
620131822,Artemas,Sadry,Artemas.Sadry@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,ELET2405,MATH2403
620131823,Nedi,Worthing,Nedi.Worthing@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",,"BIOC1021, PHYS1411, MATH1142",MICR1011
620131824,Ethelyn,Reynalds,Ethelyn.Reynalds@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",,GEOL1101,MATH1152
620131825,Jedediah,Smeeton,Jedediah.Smeeton@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","GEOL1102, PHYS1411, GEOG1231","PHYS1421, CHEM1902"
620131826,Johny,Foston,Johny.Foston@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",,"GEOG2233, PHYS2386, ELET3430","BIOC3014, MATH2403, MATH2407, PHYS3565"
620131827,Ferrel,Hesser,Ferrel.Hesser@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","GEOL1101, GEOG1231, CHEM1901",PHYS1421
620131828,Kerwin,Huikerby,Kerwin.Huikerby@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",,"GEOL2202, COMP3802","BIOL2312, MATH2403, ELET2415, CHEM3010"
620131829,Nedda,Jenno,Nedda.Jenno@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",COMP3901,MATH2421,"BIOC3011, ELET2410, GEOL2203"
620131830,Denny,Drivers,Denny.Drivers@mymona.uwi.edu,Male,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",BIOC1021,"MICR1011, CHEM1902"
620131831,Ambros,Dawbery,Ambros.Dawbery@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,GEOG2233,"MATH3403, GEOG3132"
620131832,Bryanty,Mebius,Bryanty.Mebius@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",,PHYS2386,"GEOG3132, PHYS2200, CHEM2110"
620131833,Harper,Ambrogioli,Harper.Ambrogioli@mymona.uwi.edu,Male,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211",,CHEM2011,MICR1011
620131834,Maxi,Gilbane,Maxi.Gilbane@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",,"COMP3801, COMP3802",GEOG3333
620131835,Branden,Varvara,Branden.Varvara@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",,MATH1142,"GEOL1103, BIOC1021, GEOG1132"
620131836,Wash,Bougen,Wash.Bougen@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","GEOL1102, GEOG1131, PHYS1412",BIOC1021
620131837,Galen,O'Sharkey,Galen.O'Sharkey@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"CHEM2210, GEOG2331, COMP3191","PHYS2296, PHYS2200, PHYS3351, COMP3702"
620131838,Shaylyn,Allot,Shaylyn.Allot@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",,"CHEM2011, GEOL2202, COMP3652, PHYS2300","BIOL2312, GEOL2201, COMP3702, MATH3404"
620131839,Shaina,Riccelli,Shaina.Riccelli@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",,"CHEM2011, ELET3211, BIOC3013",GEOG3333
620131840,Sisely,Abson,Sisely.Abson@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",GEOG3131,BIOC3014
620131841,Joycelin,Shane,Joycelin.Shane@mymona.uwi.edu,Female,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211",,"BIOC1020, GEOG2131, GEOG2331, CHEM2402","GEOG2332, PHYS1421"
620131842,Yves,Cassar,Yves.Cassar@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",,MATH1142,"CHEM1902, ELET1405"
620131843,Jaynell,Blazevic,Jaynell.Blazevic@mymona.uwi.edu,Female,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",MICR1011,CHEM1902
620131844,Jan,Dilkes,Jan.Dilkes@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",,MATH2404,"BIOC1021, COMP2802"
620131845,Thaddus,Malpass,Thaddus.Malpass@mymona.uwi.edu,Male,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",MATH1141,"PHYS1421, PHYS1422"
620131846,Nat,Durbyn,Nat.Durbyn@mymona.uwi.edu,Female,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","BIOC1021, MATH1141, GEOG1231",BIOC1021
620131847,Mariquilla,McKeaveney,Mariquilla.McKeaveney@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","PHYS2300, COMP3191",MATH2411
620131848,Guinna,Fancutt,Guinna.Fancutt@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","ELET2405, GEOG2331, PHYS2351, COMP3801","CHEM2110, COMP2802, PHYS3565"
620131849,Kenna,Cooper,Kenna.Cooper@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","MATH1142, GEOG1131, MATH1141","ELET1400, GEOL1104, BIOC1020"
620131850,Jonathon,See,Jonathon.See@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",,"ELET2430, PHYS2300, COMP3911","MATH2411, ELET2420"
620131851,Nonie,Tregunna,Nonie.Tregunna@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,COMP3801,"COMP3192, ELET2415, MICR2211, BIOC3014"
620131852,Suzy,Hurdidge,Suzy.Hurdidge@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"PHYS2300, COMP3912, GEOG2231, MATH2404","PHYS3341, PHYS3300, MATH3404, PHYS2561"
620131853,Ulric,Beverley,Ulric.Beverley@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",,ELET3405,"GEOG2232, PHYS2296"
620131854,Saundra,Wermerling,Saundra.Wermerling@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",,"GEOG2331, GEOG2131, GEOG2231, ELET3211",GEOL2201
620131855,Geoff,Walaron,Geoff.Walaron@mymona.uwi.edu,Male,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201",CHEM2310,"MICR2211, MATH2411, ELET2420"
620131856,Errol,Tocqueville,Errol.Tocqueville@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140",CHEM2210,"CHEM2111, GEOL2201, MICR1011"
620131857,Barbey,Shank,Barbey.Shank@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"GEOL2202, CHEM2310, GEOG2233, CHEM2010",PHYS2296
620131858,Evan,Petrus,Evan.Petrus@mymona.uwi.edu,Male,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340",,"GEOG2131, GEOG2231, CHEM2310","GEOG2232, GEOL2201, GEOL1103"
620131859,Waverly,Bere,Waverly.Bere@mymona.uwi.edu,Male,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340",,"GEOG2331, PHYS2351, ELET2430, CHEM2011",CHEM2311
620131860,Far,O'Gorman,Far.O'Gorman@mymona.uwi.edu,Male,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201","PHYS1411, GEOL1102, MATH2404","CHEM2311, GEOL2201"
620131861,Ogdon,Devitt,Ogdon.Devitt@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",,"COMP3912, GEOL2202","ELET2210, MATH2407"
620131862,Barr,Branwhite,Barr.Branwhite@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",,"CHEM2010, GEOG1131, CHEM2210","MICR1010, GEOG2232, GEOG2332, PHYS2296"
620131863,Vance,Mewett,Vance.Mewett@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",,"MATH1141, BIOC1021","GEOG1132, MATH1152, PHYS1421"
620131864,Blair,Tapscott,Blair.Tapscott@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",,"PHYS2300, GEOL2202, CHEM2310","MATH3402, ELET2210"
620131865,Kristen,Buckle,Kristen.Buckle@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"GEOG3331, GEOG2231","PHYS2561, COMP2802, MATH2407, GEOG2332"
620131866,Daniela,Shrigley,Daniela.Shrigley@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,MATH2401,"CHEM2111, PHYS2296, MATH2411, COMP3192"
